model,beta,n_char,p,q,sigma_max,sigma_min,label,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.154,2.3858316430744217,0.20011598916904708,0.5800219981162161,0.44379966043919195,0.22189983021959597,0.29001099905810807,10.646999999999935
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.155,2.1039872365266574,0.18172236916452042,0.5411969813450389,0.43596028670970505,0.21798014335485252,0.27059849067251945,10.504000000000133
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.156,3.588159393997952,0.3769929219169014,0.8776003905703388,0.5115481329708804,0.2557740664854402,0.4388001952851694,10.538999999999987
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.157,2.848607521361819,0.23860162967265997,0.5487996781194079,0.38721567782949134,0.19360783891474567,0.27439983905970394,10.649999999999864
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.158,2.9625051196322234,0.31405570703020014,0.7140605475654372,0.46576635851008874,0.23288317925504437,0.3570302737827186,10.54300000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.159,2.2980948076828054,0.20524347920770317,0.5948141045769,0.460183439295778,0.230091719647889,0.29740705228845,10.664999999999964
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.160,3.793731928316314,0.3808744583397812,0.9139221717686444,0.5566594813018446,0.2783297406509223,0.4569610858843222,10.557000000000016
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.161,2.5817794001124823,0.24387033596120672,0.6531973272979082,0.45876988922405554,0.22938494461202777,0.3265986636489541,10.576000000000022
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.162,3.4743263624457805,0.37023840507417893,0.8627506074774545,0.517366839738345,0.2586834198691725,0.43137530373872723,10.652000000000044
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.163,2.931969703731171,0.29214776523468805,0.7382410751424988,0.49172869366467903,0.24586434683233951,0.3691205375712494,10.54099999999994
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.164,3.010913517636947,0.28664454547015317,0.7389983531882455,0.4682531387278199,0.23412656936390994,0.36949917659412274,10.652000000000044
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.165,3.2985819281133466,0.33021857208407324,0.7380922766656236,0.502105452555861,0.2510527262779305,0.3690461383328118,10.555000000000064
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.166,3.1631903912793766,0.3264478686339837,0.7291091443804815,0.4537822412132368,0.2268911206066184,0.36455457219024073,10.72999999999979
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.167,3.1984056735285984,0.3263616589747029,0.8581814619669058,0.531884119923508,0.265942059961754,0.4290907309834529,10.460000000000036
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.168,3.0857993162552124,0.3198535926375499,0.7938849998200084,0.4837862190492693,0.24189310952463464,0.3969424999100042,10.545000000000073
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.169,1.9305760359570479,0.14780307795089098,0.518391553379358,0.45355117378412346,0.22677558689206173,0.259195776689679,10.658999999999878
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.170,1.6726723356675146,0.13429529645878174,0.4777002501031317,0.4330116905480746,0.2165058452740373,0.23885012505156586,10.536000000000058
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.171,2.2666832582401986,0.17117633570944105,0.5902265826312207,0.488806965458363,0.2444034827291815,0.29511329131561037,10.692000000000007
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.172,2.8686761914157044,0.2451255801795273,0.7260542596183589,0.5176247513773982,0.2588123756886991,0.36302712980917945,10.5
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.173,3.7091275228699043,0.3784142950775201,0.8452302637946817,0.5101369904380192,0.2550684952190096,0.42261513189734085,10.542000000000144
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.174,2.8695735415944355,0.2642344501858451,0.6779061480481884,0.47915305168199657,0.23957652584099828,0.3389530740240942,10.641999999999825
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.175,3.0109328664504345,0.29159823962237363,0.7448837845354065,0.4854530147230391,0.24272650736151954,0.37244189226770325,10.519000000000005
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.176,3.2645351089186554,0.32712959085928994,0.7117950651348041,0.454300169289801,0.2271500846449005,0.35589753256740203,10.691000000000031
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.177,2.497212250950185,0.23683034253347637,0.6596707905088725,0.4744531041429902,0.2372265520714951,0.3298353952544362,10.527000000000044
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.178,2.883615998391655,0.2896788370673105,0.6609137177075015,0.44396013211192076,0.22198006605596038,0.33045685885375076,10.546000000000049
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.179,3.442600786711909,0.3594581001998745,0.761496387310811,0.49092650734630683,0.24546325367315341,0.3807481936554055,10.629999999999882
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.180,2.151449606009646,0.1684081088773891,0.5267794094910513,0.4500964002599883,0.22504820012999416,0.26338970474552564,10.546000000000049
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.181,2.3602356654001957,0.19817848427063361,0.5836002143765742,0.4558570655135653,0.22792853275678265,0.2918001071882871,10.644000000000005
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.182,3.2628673224114264,0.33228070451583275,0.8431893920374058,0.5446874857968635,0.2723437428984318,0.4215946960187029,10.557999999999993
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.183,3.1805874208607787,0.3239883403205407,0.7131331369761805,0.4985430847769483,0.24927154238847415,0.35656656848809026,10.553000000000111
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.184,3.2839424739662384,0.3281772293582419,0.6628439683930478,0.41062438681872204,0.20531219340936102,0.3314219841965239,10.642999999999802
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.185,3.4590162598511105,0.36872336507709697,0.7644835766396786,0.5034059916309319,0.25170299581546596,0.3822417883198393,10.523000000000138
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.186,3.927409809486943,0.40905222073209296,0.7842718312195486,0.469273339659132,0.234636669829566,0.3921359156097743,10.648999999999887
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.187,3.10032418704474,0.29125356154848325,0.7844578366726048,0.5343877527717374,0.2671938763858687,0.3922289183363024,10.548000000000002
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.188,2.283373742332623,0.1986191656863049,0.5954504382330659,0.47438521406641865,0.23719260703320932,0.29772521911653294,10.70900000000006
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.189,3.477140621864564,0.33797253813166106,0.8757882909302959,0.5444025711750408,0.2722012855875204,0.43789414546514793,10.480999999999995
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.190,3.7203135264806884,0.38652135425623096,0.8524633439978676,0.5197626444297995,0.25988132221489973,0.4262316719989338,10.536000000000058
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.191,2.451142292297982,0.19029345992045132,0.6016773138374729,0.45490283707896717,0.22745141853948359,0.30083865691873646,10.673999999999978
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.192,2.601403202036914,0.21440520622010306,0.6604487772424372,0.4871728516940468,0.2435864258470234,0.3302243886212186,10.555999999999813
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.193,2.7038872556263063,0.26092700469208213,0.6364773098397329,0.4657862511201091,0.23289312556005454,0.31823865491986647,10.6850000000004
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.194,3.671614242215443,0.39042819618667784,0.8918609901511168,0.5086192918642386,0.2543096459321193,0.4459304950755584,10.489999999999782
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.195,2.8378121352922703,0.2725115434789633,0.6967290405428582,0.47770955443280677,0.23885477721640339,0.3483645202714291,10.541999999999916
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.196,2.1654378444247495,0.16331322674095614,0.6030028547359438,0.4829422058298008,0.2414711029149004,0.3015014273679719,10.633000000000266
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.197,3.091577414969061,0.2911590267206898,0.7120653818271658,0.5125418677965059,0.25627093389825295,0.3560326909135829,10.526999999999589
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.198,3.7418265347866835,0.4166472310283226,0.8852923988794833,0.4985567158310853,0.24927835791554265,0.44264619943974165,10.67300000000023
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.199,3.0443638426035946,0.2665316477699784,0.6810220045010691,0.47865544045719033,0.23932772022859516,0.34051100225053454,10.510000000000218
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.200,2.8631405879103884,0.22955179023380046,0.6652831797023866,0.46492942877289256,0.23246471438644628,0.3326415898511933,10.561999999999898
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.1,2.982348278309179,NA,NA,NA,NA,NA,0.0129999999999999
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.2,2.327857869500613,NA,NA,NA,NA,NA,0.02400000000000002
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.3,2.6732605788823096,NA,NA,NA,NA,NA,0.007000000000000117
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.4,2.366439789362063,NA,NA,NA,NA,NA,0.009999999999999787
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.5,2.799418111235999,NA,NA,NA,NA,NA,0.010000000000000231
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.6,3.024253238169039,NA,NA,NA,NA,NA,0.005999999999999783
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.7,2.2037166175092255,NA,NA,NA,NA,NA,0.006000000000000227
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.8,2.930300593369076,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.9,2.4908009020202777,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.10,3.3705474833395983,NA,NA,NA,NA,NA,0.011999999999999567
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.11,3.3809760256612487,NA,NA,NA,NA,NA,0.010000000000000231
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.12,2.112066299875009,NA,NA,NA,NA,NA,0.007000000000000117
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.13,3.7640331672913514,NA,NA,NA,NA,NA,0.006999999999999673
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.14,2.5014438908077636,NA,NA,NA,NA,NA,0.007000000000000117
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.15,2.87307859994666,NA,NA,NA,NA,NA,0.008999999999999897
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.16,2.622839228122253,NA,NA,NA,NA,NA,0.01200000000000001
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.17,2.7351633363922474,NA,NA,NA,NA,NA,0.010999999999999677
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.18,2.9472540689174695,NA,NA,NA,NA,NA,0.012000000000000455
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.19,2.636287755773075,NA,NA,NA,NA,NA,0.009000000000000341
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.20,2.4176158967525527,NA,NA,NA,NA,NA,0.008000000000000007
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.21,2.387769439779618,NA,NA,NA,NA,NA,0.009999999999999787
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.22,2.738528309270717,NA,NA,NA,NA,NA,0.008000000000000007
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.23,2.2000929253165085,NA,NA,NA,NA,NA,0.011999999999999567
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.24,2.732079425559031,NA,NA,NA,NA,NA,0.010000000000000675
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.25,2.818732689833765,NA,NA,NA,NA,NA,0.006999999999999673
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.26,3.169150831379297,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.27,3.0493448295812793,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.28,2.5016208845425036,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.29,2.5668248661449726,NA,NA,NA,NA,NA,0.011999999999999567
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.30,3.599469008340596,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.31,3.2627404248987,NA,NA,NA,NA,NA,0.008999999999999453
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.32,2.818567028317408,NA,NA,NA,NA,NA,0.012000000000000455
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.33,3.0977628693960284,NA,NA,NA,NA,NA,0.011999999999999567
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.34,2.79019960700427,NA,NA,NA,NA,NA,0.013000000000000789
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.35,2.5339170165500913,NA,NA,NA,NA,NA,0.011999999999999567
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.36,2.3701814278645705,NA,NA,NA,NA,NA,0.009999999999999787
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.37,3.7804276055823345,NA,NA,NA,NA,NA,0.012000000000000455
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.38,2.595429233179104,NA,NA,NA,NA,NA,0.0129999999999999
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.39,3.343114370068637,NA,NA,NA,NA,NA,0.019000000000000128
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.40,2.6659657782451993,NA,NA,NA,NA,NA,0.011999999999999567
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.41,2.6810032716871413,NA,NA,NA,NA,NA,0.01100000000000012
aitchison-model-alpha,beta_sd_1,10,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 10, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Chao & Shen,r1.42,2.4241704132569666,NA,NA,NA,NA,NA,0.01100000000000012
