model,beta,n_char,p,q,sigma_max,sigma_min,label,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.1,2.1162085987564425,0.18034195092893207,0.5919017170013601,0.4820136825650462,0.2410068412825231,0.29595085850068004,26.906000000000002
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.2,2.473579045905363,0.22163584896667007,0.6944236809111696,0.5139248267273778,0.2569624133636889,0.3472118404555848,24.275999999999996
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.3,2.5567317135319394,0.24251872319095888,0.7082337216184916,0.5285292137819773,0.26426460689098863,0.3541168608092458,20.22800000000001
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.4,3.0106409575343536,0.3063709610811065,0.7987148897277088,0.5158170437327076,0.2579085218663538,0.3993574448638544,19.119
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.5,2.382785543372469,0.23406412070025,0.6979267777152409,0.5011120544421042,0.2505560272210521,0.34896338885762046,18.983999999999995
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.6,2.4220587660699224,0.22328645439070277,0.6911670443334686,0.5032892982646705,0.25164464913233525,0.3455835221667343,18.989999999999995
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.7,2.3169439254433377,0.19366938507475265,0.6626939208541123,0.5115827035800191,0.25579135179000956,0.33134696042705614,19.057000000000016
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.8,2.8878402728185653,0.2921074581988952,0.8076280681058003,0.5476162141900792,0.2738081070950396,0.4038140340529002,18.94999999999999
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.9,2.192961942083377,0.1992645409640074,0.6391652779530118,0.504606949541662,0.252303474770831,0.3195826389765059,19.056999999999988
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.10,3.026688463307087,0.30943850845242754,0.8154754068249205,0.5230255346664883,0.26151276733324413,0.40773770341246024,18.918000000000006
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.11,2.1916481466775477,0.2025588960403011,0.6434849060587725,0.49283435335509324,0.24641717667754662,0.32174245302938626,19.046999999999997
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.12,2.8624378189292665,0.29340005603357233,0.8125591025067352,0.5387157184396659,0.26935785921983296,0.4062795512533676,18.966000000000008
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.13,2.641595930040103,0.2518642428578313,0.7490370034816582,0.5249060242310251,0.26245301211551253,0.3745185017408291,19.154999999999973
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.14,2.811493060878673,0.27541494841153236,0.8018125958937258,0.552588068733971,0.2762940343669855,0.4009062979468629,18.739000000000033
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.15,2.5618232595627495,0.2388905285624056,0.7002720905192081,0.496795565676416,0.248397782838208,0.35013604525960407,18.944999999999993
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.16,2.456252626325078,0.2244632548288611,0.6825641232784072,0.505437827162051,0.2527189135810255,0.3412820616392036,18.975000000000023
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.17,2.7255610791463467,0.2555872164548982,0.7371471850361924,0.5159587183245502,0.2579793591622751,0.3685735925180962,18.799999999999955
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.18,2.420035183368029,0.22630673646137267,0.672279365594876,0.5100224054734664,0.2550112027367332,0.336139682797438,18.812000000000012
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.19,2.2503209070977244,0.19950169379450108,0.6593380263361533,0.5050993262894947,0.25254966314474736,0.3296690131680767,18.822000000000003
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.20,2.5809937515560315,0.2412367665452972,0.743624620671729,0.5393908062872147,0.26969540314360735,0.3718123103358645,18.812000000000012
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.21,2.7099915388748306,0.2537874327388497,0.7034717231238874,0.4984752483985722,0.2492376241992861,0.3517358615619437,18.807000000000016
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.22,2.612681235866519,0.24822193954125912,0.71624102227682,0.5183469903450488,0.2591734951725244,0.35812051113841,18.738
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.23,2.4247399235670017,0.22594040942248256,0.6739820384885538,0.498140694718025,0.2490703473590125,0.3369910192442769,18.86099999999999
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.24,2.357522612651178,0.20386795801488156,0.6364419953210945,0.496781447880126,0.248390723940063,0.31822099766054723,18.884000000000015
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.25,2.6660568137011285,0.25937232309385255,0.7354725900543525,0.5141357210519907,0.25706786052599534,0.36773629502717625,18.826999999999998
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.26,2.5759531872977455,0.254365010668973,0.6853378551192436,0.49312168728743794,0.24656084364371897,0.3426689275596218,18.837999999999965
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.27,2.613159733862151,0.2501787731361758,0.6852090169128998,0.5037837831682617,0.25189189158413083,0.3426045084564499,18.846000000000004
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.28,2.7103336286442987,0.2630571500930781,0.7521096442839563,0.5291459072309799,0.26457295361548994,0.37605482214197816,18.80600000000004
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.29,2.0756156699552486,0.17106660832135354,0.6029701483230246,0.4989898756682468,0.2494949378341234,0.3014850741615123,18.927999999999997
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.30,2.6397861990579012,0.252474529200339,0.7573400740408761,0.5270289154569462,0.2635144577284731,0.37867003702043806,18.861999999999966
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.31,2.3966776703061976,0.23065103179616137,0.7183568023384773,0.5201070060192466,0.2600535030096233,0.35917840116923866,18.839000000000055
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.32,2.179898566577085,0.18333836189767627,0.6483931561116294,0.5074074091480846,0.2537037045740423,0.3241965780558147,18.813999999999965
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.33,2.9103260340130555,0.2940624892563085,0.8003653949325896,0.518262579055566,0.259131289527783,0.4001826974662948,18.838999999999942
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.34,3.090918617906527,0.31446902260385096,0.8532967772330918,0.5500099005776748,0.2750049502888374,0.4266483886165459,19.0150000000001
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.35,2.5111227332753603,0.2401639319708815,0.7294463304778926,0.5209467841775355,0.26047339208876774,0.3647231652389463,18.84599999999989
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.36,2.311798378274553,0.19905465446151258,0.6152625132230745,0.480068967527048,0.240034483763524,0.30763125661153723,18.869000000000028
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.37,2.969718331504773,0.30330212851460914,0.8527683316888143,0.5466111165556821,0.27330555827784103,0.42638416584440714,18.854000000000042
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.38,2.6254857853746585,0.2490863696551929,0.7086097139539469,0.4971686137320499,0.24858430686602495,0.35430485697697345,18.812999999999988
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.39,2.6424708177077476,0.25514460778177317,0.7377166806938058,0.5279901867132596,0.2639950933566298,0.3688583403469029,18.803999999999974
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.40,2.38357504480413,0.21744155281779098,0.7033563913875839,0.5224986750360026,0.2612493375180013,0.35167819569379194,18.80600000000004
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.41,2.4906306625602603,0.2428639971923283,0.7275763827481574,0.5205021744294721,0.26025108721473605,0.3637881913740787,18.96199999999999
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.42,2.535023002121083,0.2480089357973021,0.711184860903707,0.5130966322497963,0.25654831612489815,0.3555924304518535,18.884000000000015
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.43,2.414703278228751,0.22895507081000083,0.6792130656906403,0.49743928615746386,0.24871964307873193,0.33960653284532016,18.871999999999957
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.44,3.370197330346879,0.34537932285075135,0.87441035096655,0.5420950808633854,0.2710475404316927,0.437205175483275,18.784999999999968
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.45,2.911333281687564,0.2833585770345766,0.7512036519767432,0.499052987703084,0.249526493851542,0.3756018259883716,18.799000000000092
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.46,2.4231424935389296,0.2334477429709202,0.6836592423783672,0.49677781671359944,0.24838890835679972,0.3418296211891836,18.902999999999906
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.47,2.5109039288256367,0.22403541433446164,0.6578040269301803,0.48905184012616826,0.24452592006308413,0.3289020134650901,18.821000000000026
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.48,2.5753882807289536,0.2565409690784548,0.7665349097745985,0.5294878792821057,0.26474393964105286,0.38326745488729924,18.774999999999977
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.49,2.669630130205596,0.26103819432833497,0.7474272726890268,0.5121010461278996,0.2560505230639498,0.3737136363445134,18.83400000000006
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.50,2.5418501582071653,0.23703065325379455,0.6853449318608635,0.49676612312065604,0.24838306156032802,0.34267246593043177,18.807000000000016
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.51,2.106809185385198,0.17861494075747061,0.6121950745313006,0.4837589157404525,0.24187945787022624,0.3060975372656503,18.81499999999994
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.52,2.997747556602298,0.3003100501454105,0.8215329446151622,0.5321454948013149,0.26607274740065745,0.4107664723075811,18.883000000000038
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.53,2.7563399334408762,0.27331319735640136,0.7472885397992044,0.5268536460264447,0.26342682301322234,0.3736442698996022,18.79499999999996
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.54,2.3055826528391203,0.19704694103102133,0.6600502764967441,0.5047794178616838,0.2523897089308419,0.33002513824837204,18.802999999999997
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.55,2.575917955680067,0.24486881518732215,0.6768209517735109,0.48603557803456987,0.24301778901728494,0.33841047588675544,18.81899999999996
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.56,2.9481009590878235,0.28943723694627094,0.8009973015417622,0.5354746193588874,0.2677373096794437,0.4004986507708811,18.840000000000146
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.57,2.11067002137011,0.1653218351377186,0.6086512029210803,0.5010371845572413,0.25051859227862067,0.30432560146054016,18.822999999999865
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.58,2.7444802096737155,0.2701276544023633,0.7776288654625244,0.5282653119087307,0.26413265595436536,0.3888144327312622,18.865999999999985
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.59,2.7682315362507843,0.2707487392969242,0.7476020329992964,0.5133367936835891,0.25666839684179454,0.3738010164996482,19.027000000000044
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.60,2.790499139084237,0.2559449054224304,0.7681501055022047,0.537987149866285,0.2689935749331425,0.3840750527511024,18.903999999999996
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.61,2.48881229448056,0.23200158552789424,0.6737033555477638,0.5025488760457524,0.2512744380228762,0.3368516777738819,18.932000000000016
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.62,2.904119815064953,0.27292668524496516,0.761804978644487,0.5244937195106887,0.26224685975534434,0.3809024893222435,18.864000000000033
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.63,2.7638891285235068,0.2740663821421653,0.7525992811086571,0.5216616263190474,0.2608308131595237,0.3762996405543286,18.903999999999996
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.64,2.622139360930113,0.256759507854368,0.7638670422533891,0.5303812261411397,0.26519061307056985,0.38193352112669454,18.858999999999924
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.65,2.7662254119559844,0.272157865593962,0.7836408858980798,0.5308660324738874,0.2654330162369437,0.3918204429490399,18.814000000000078
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.66,2.6190341260974805,0.23975809230932454,0.6934962486538508,0.4967441983862844,0.2483720991931422,0.3467481243269254,18.878999999999905
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.67,2.459779256689659,0.22285666984909794,0.6317873507549349,0.4697160221319908,0.2348580110659954,0.31589367537746743,18.840000000000146
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.68,2.0326098949967757,0.19064709330428883,0.6415839241435203,0.5004532338694945,0.25022661693474724,0.32079196207176014,18.880999999999858
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.69,2.989111869834458,0.30412712628535066,0.8036462228500872,0.5346620091518836,0.2673310045759418,0.4018231114250436,18.988000000000056
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.70,2.5056374423356496,0.2178292354594361,0.707601692355935,0.5268929731920124,0.2634464865960062,0.3538008461779675,18.884000000000015
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.71,2.568784158086238,0.23898112042265798,0.7277224310764733,0.52232919995019,0.261164599975095,0.36386121553823664,18.86200000000008
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.72,2.446541903071638,0.22664884114889153,0.7150153227810029,0.525116493423076,0.262558246711538,0.35750766139050144,18.894999999999982
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.73,3.0288014158362446,0.3112044335346943,0.8172929710015393,0.5386239010213746,0.2693119505106873,0.40864648550076965,18.906999999999925
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.74,2.4657941511701487,0.2245943405359024,0.6926175219187739,0.5205561691138131,0.26027808455690654,0.34630876095938695,18.814000000000078
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.75,2.380383814703403,0.19720144499727518,0.6741058573681704,0.5127183704849463,0.25635918524247314,0.3370529286840852,18.873000000000047
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.76,2.2154361188340674,0.194912105101075,0.6604978894628927,0.49876872910230424,0.24938436455115212,0.33024894473144634,18.837999999999965
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.77,2.6526434606097014,0.257310614029279,0.7093216414023278,0.5153538249077276,0.2576769124538638,0.3546608207011639,18.852999999999838
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.78,2.7772055693878617,0.2673263789223074,0.7752146512203912,0.5318569914879354,0.2659284957439677,0.3876073256101956,18.86700000000019
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.79,2.8384644381066755,0.25908989460016124,0.7749461369212796,0.530726018589648,0.265363009294824,0.3874730684606398,18.817000000000007
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.80,2.1383284768481405,0.18065300556185668,0.5958099458553109,0.4971032281274034,0.2485516140637017,0.29790497292765544,19.00499999999988
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.81,3.784929109292248,0.40441110337379593,0.9649806503093836,0.5586412203472649,0.27932061017363247,0.4824903251546918,18.91800000000012
aitchison-model-alpha,beta_sd_1,40,p_2,q_20,sigma_max_5,sigma_min_0.01,"Aitchison (n = 40, q = 20, p = 2, sigma_min = 0.01, sigma_max = 5)",100000,1,Arbel et. al,r1.82,2.5090722594986565,0.24047857190397606,0.708997770737128,0.5204841973332721,0.26024209866663606,0.354498885368564,18.939999999999827
