name,label,n,q,mm,gamma1,sigma_min,sigma_max,Method,Draw,mse_loss_shannon,time
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.62,2.0317436139581027,1.0859999999993306
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.63,1.2454814412285276,1.0889999999999418
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.64,3.7581584504092764,1.0730000000003201
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.65,1.252786977494877,1.0940000000009604
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.66,3.6061053216429895,1.125
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.67,2.699793648275342,1.0519999999996799
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.68,0.9357358510846598,1.106999999999971
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.69,1.3417764355045616,1.0740000000005239
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.70,1.0353833708819862,1.0569999999988795
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.71,1.2708721460744579,1.1120000000009895
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.72,0.8971649691616107,1.1019999999989523
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.73,0.7385310387441789,1.0670000000009168
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.74,3.256312898111555,1.3500000000003638
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.75,1.7979887907113417,1.036999999998443
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.76,3.894844199766181,1.0830000000005384
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.77,3.4237941210835814,1.1000000000003638
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.78,3.347426110572548,1.087999999999738
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.79,1.2092518045294633,1.0670000000009168
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.80,1.2533494903167743,1.0779999999995198
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.81,2.371612647588006,1.0820000000003347
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.82,3.9794852876244198,1.0679999999993015
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.83,4.179826033626243,1.0609999999996944
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.84,2.4639457614387514,1.131999999999607
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.85,1.6549947636061642,1.0640000000003056
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.86,0.43006731169751405,1.0750000000007276
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.87,0.9808194702327393,1.0749999999989086
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.88,0.8605038985967274,1.0630000000001019
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.89,1.157223845098828,1.121000000001004
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.90,1.5271767674348211,1.1229999999995925
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.91,2.7307581914534733,1.0499999999992724
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.92,1.265867436338517,1.3230000000003201
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.93,1.8862055699608573,1.092000000000553
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.94,1.076972240235519,1.0640000000003056
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.95,1.297180589824414,1.0869999999995343
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.96,4.142857265939031,1.106999999999971
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.97,4.057938674049674,1.0850000000009459
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.98,1.2447729600776847,1.0270000000000437
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.99,1.1362028492612828,1.0929999999989377
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,divnet-nonlin,r1.100,0.948779778672027,1.0750000000007276
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.1,2.5277699962357922,8.043999999999869
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.2,2.537770447008771,7.711999999999534
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.3,2.389034981318316,7.382999999999811
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.4,2.7104668753151935,7.1710000000002765
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.5,2.0454246637623026,8.625
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.6,2.5228829413934717,7.5090000000000146
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.7,2.812749572038474,8.643000000000029
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.8,2.9453630577267527,7.987999999999374
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.9,1.8669363875443203,7.338999999999942
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.10,2.7421591219381054,8.859000000000378
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.11,2.477377668572148,8.542999999999665
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.12,2.1748559003582306,9.287000000000262
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.13,2.3000276096451775,7.8549999999995634
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.14,2.35845403986669,8.753000000000611
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.15,2.6913376276089016,7.614999999999782
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.16,2.974208625457295,8.398000000001048
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.17,2.1753587160929846,8.344999999999345
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.18,2.1350214540501167,7.9210000000002765
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.19,2.368291603782971,8.793999999999869
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.20,2.4643119609181237,8.195999999999913
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.21,2.3231661740474854,7.961999999999534
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.22,1.8811720766786115,8.104000000001179
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.23,2.576628373868893,8.315999999998894
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.24,2.7160641623955084,8.605999999999767
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.25,2.304043246434826,8.264000000001033
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.26,2.9912891416734326,7.164999999999054
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.27,2.347029624670181,7.395000000000437
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.28,2.627741191512001,7.735000000000582
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.29,2.426516690993987,7.981999999999971
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.30,2.6463949804623867,8.345999999999549
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.31,2.7175881610752413,8.404000000000451
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.32,2.1699892886256187,8.162000000000262
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.33,2.4655554535014157,9.028999999998632
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.34,2.7446765024790287,7.7450000000008
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.35,2.7004109183763063,7.935999999999694
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.36,1.9369014005453928,8.652000000000044
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.37,1.8205235635174053,8.395000000000437
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.38,1.702223853013411,8.779000000000451
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.39,2.7488342228526967,8.636999999998807
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.40,2.218049120259632,8.274999999999636
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.41,2.5148235035253057,8.009000000000015
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.42,2.1850045530530706,9.126000000000204
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.43,2.4806474800096443,8.760000000000218
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.44,1.8935167770413788,7.662000000000262
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.45,2.202289150364179,8.638999999999214
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.46,2.44550240319659,7.161000000000058
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.47,3.039888715851263,7.528000000000247
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.48,2.419962148404551,8.046000000000276
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.49,2.9442359719145004,7.310999999999694
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.50,2.2457723695853993,7.228000000000975
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.51,2.097054850893622,7.8069999999988795
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.52,2.1711599958015793,7.320999999999913
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.53,2.3712448445282104,9.038000000000466
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.54,1.9127987846940464,7.6820000000006985
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.55,2.6209589126605004,9.390999999999622
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.56,2.4121236563881827,8.23699999999917
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.57,2.639579211264912,8.694000000001324
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.58,2.4227894311896123,7.774999999999636
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.59,2.277203663376142,9.005999999999403
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.60,2.5968676613643105,8.064000000000306
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.61,3.163710134879905,7.461999999999534
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.62,2.3876373391767176,7.165000000000873
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.63,2.3979009346784816,7.541999999999462
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.64,1.574968530928852,7.572000000000116
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.65,1.9657855253225198,8.210000000000946
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.66,2.146912325876788,9.010999999998603
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.67,2.0239072033459977,8.238000000001193
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.68,2.9512744984960126,8.34900000000016
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.69,3.0252050157142634,7.846999999999753
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.70,2.499434605638076,9.25
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.71,2.228521080102767,8.015999999999622
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.72,2.3701575047766728,8.610000000000582
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.73,2.3965138007484064,8.290999999999258
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.74,2.782643028241563,6.981999999999971
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.75,2.4702915788698605,6.647999999999229
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.76,2.970818006884162,7.861000000000786
nonlinear-aitchison/gamma1_0.25/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.25)",20,40,100000,0.25,0.01,5,inext,r1.77,2.482474102699796,8.441000000000713
