name,label,n,q,mm,gamma1,sigma_min,sigma_max,Method,Draw,mse_loss_shannon,time
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.65,0.6566013781791359,1.1159999999999854
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.66,1.40007626748383,1.1330000000007203
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.67,0.46307332996197276,1.0729999999994106
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.68,0.6412138480198833,1.1520000000000437
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.69,0.6711131830953568,1.1410000000005311
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.70,0.8472302518463031,1.1169999999992797
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.71,0.987974085400952,1.1260000000002037
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.72,0.7618429103348779,1.0799999999999272
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.73,0.81442004394508,1.1210000000000946
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.74,0.7414921349764847,1.1469999999999345
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.75,0.5575311632667824,1.1710000000002765
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.76,0.5366085078320711,1.0919999999996435
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.77,0.6502582929942529,1.118000000000393
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.78,0.5403168149042743,1.393000000000029
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.79,0.7073210475715453,1.1129999999993743
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.80,0.7100639244091634,1.1380000000008295
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.81,0.7438727354489945,1.1499999999996362
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.82,0.8243440125643401,1.1130000000002838
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.83,0.43150703998032264,1.113999999999578
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.84,0.6876008098752825,1.0659999999998035
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.85,0.7247873529477534,1.09900000000016
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.86,0.7542866445020304,1.1210000000000946
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.87,0.7386749730849144,1.1530000000002474
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.88,0.7630786357975181,1.0949999999993452
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.89,1.927567107027792,1.1390000000001237
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.90,0.4385509337115177,1.0619999999998981
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.91,0.6332165737134805,1.1340000000000146
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.92,0.7495176948882264,1.1130000000002838
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.93,0.6900955824299703,1.1300000000001091
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.94,0.7456509599405261,1.1000000000003638
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.95,0.749275484234638,1.3719999999993888
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.96,0.6737633620517631,1.106999999999971
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.97,0.8946441602418449,1.0950000000002547
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.98,2.6361430839128706,1.1270000000004075
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.99,0.486357956728195,1.1610000000000582
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-lin,r1.100,0.5236728526537342,1.0599999999994907
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.1,0.6676669023826494,1.1279999999997017
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.2,0.6132881367242711,1.2139999999999418
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.3,0.869627142660054,1.1159999999999854
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.4,1.2387943598919062,1.1410000000005311
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.5,0.7261005137563201,1.1389999999992142
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.6,1.764016521860511,1.1150000000006912
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.7,1.178207382782331,1.1329999999998108
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.8,1.1143720974763611,1.4129999999995562
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.9,1.4223250590011738,1.094000000000051
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.10,1.4244990442074492,1.081000000000131
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.11,1.4114152532862823,1.1189999999996871
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.12,0.7308630286106357,1.1580000000003565
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.13,0.6031535126948631,1.1570000000001528
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.14,0.9832318113750252,1.126999999999498
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.15,0.5232482249800664,1.106999999999971
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.16,1.3027095824769706,1.1520000000000437
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.17,0.3323047821847804,1.1110000000007858
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.18,1.2492206052465364,1.1159999999999854
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.19,1.5247253881226261,1.1469999999999345
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.20,1.1471100214557803,1.0689999999995052
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.21,0.8527753985353993,1.1520000000000437
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.22,0.7090189432558186,1.1459999999997308
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.23,1.2798930951569787,1.123000000000502
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.24,0.9771514701973063,1.106999999999971
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.25,0.8645214224245094,1.4520000000002256
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.26,0.8087573751454027,1.0720000000001164
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.27,0.8937388480191182,1.1489999999994325
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.28,0.8074910377513862,1.1310000000003129
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.29,0.9900776052646915,1.09900000000016
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.30,0.47635416428166016,1.1899999999995998
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.31,2.081602520663703,1.123000000000502
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.32,0.823632121963512,1.1649999999999636
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.33,1.1245244182584098,1.2579999999998108
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.34,1.1288742217981533,1.1610000000000582
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.35,0.5297966298761035,1.1549999999997453
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.36,0.7472431644139339,1.105000000000473
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.37,2.1764436603335597,1.1189999999996871
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.38,0.9039935537147571,1.1829999999999927
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.39,0.3560811882566963,1.1970000000001164
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.40,0.6504295851845612,1.0949999999993452
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.41,1.170949840931501,1.1850000000004002
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.42,0.9758690309739074,1.393000000000029
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.43,0.8925649193425432,1.1220000000002983
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.44,1.0758005400851642,1.1049999999995634
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.45,0.9166612501919179,1.1530000000002474
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.46,1.0536048113287053,1.139999999999418
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.47,1.0058467059834437,1.123000000000502
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.48,1.178287622364506,1.1340000000000146
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.49,0.600717039834103,1.113999999999578
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.50,0.5853760934487214,1.1630000000004657
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.51,1.0668918283960243,1.1229999999995925
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.52,1.4412879847230216,1.1289999999999054
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.53,1.552484275927686,1.1590000000005602
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.54,1.5468325958730604,1.0729999999994106
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.55,0.6957262360301294,1.167000000000371
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.56,0.6271724206368329,1.1409999999996217
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.57,0.5566462714050822,1.1710000000002765
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.58,1.9108354833973096,1.1350000000002183
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.59,1.4216954427995807,1.4049999999997453
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.60,1.5599051571946818,1.1300000000001091
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.61,1.0020685900816904,1.125
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.62,1.2732920637226264,1.1599999999998545
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.63,1.5884283701442135,1.162000000000262
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.64,1.681885854308324,1.0789999999997235
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.65,1.137050768720048,1.1280000000006112
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.66,1.8228016432297889,1.1739999999999782
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.67,0.5488102201705564,1.1400000000003274
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.68,0.6621664387377836,1.143000000000029
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.69,0.969204752277581,1.0739999999996144
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.70,0.9467353815126525,1.1590000000005602
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.71,0.6302974283266156,1.1179999999994834
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.72,0.5415065265835812,1.1300000000001091
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.73,0.6665461288698746,1.175000000000182
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.74,0.6721383615001781,1.0969999999997526
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.75,0.36465790888773625,1.417000000000371
nonlinear-aitchison/gamma1_0.125/n_20/q_40/sigma_max_5/sigma_min_0.01,"Nonlinear (n = 20, q = 40, gamma1 = 0.125)",20,40,100000,0.125,0.01,5,divnet-nonlin,r1.76,0.7901189403586995,1.0649999999995998
