model,beta,n,p,q_char,sigma_max,sigma_min,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.33,0.1831673153592306,0.013702765082477409,0.03594062602197286,0.022545692445354506,0.011272846222677253,0.01797031301098643,0.7049999999999983
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.34,0.05111393834374712,9.174237558350472e-4,9.95600916130828e-5,6.12581069339252e-5,3.06290534669626e-5,4.97800458065414e-5,0.8819999999999979
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.35,0.39583316469853214,0.012411460439518384,0.039924635965556995,0.05192292627828005,0.025961463139140026,0.019962317982778498,0.6990000000000052
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.36,0.04500480018776817,9.720873061865147e-4,0.007111795325678222,0.018332928289584372,0.009166464144792186,0.003555897662839111,0.6989999999999981
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.37,0.12279824482695434,0.005342988829825113,0.007875178112597792,0.016983462239220967,0.008491731119610484,0.003937589056298896,0.6939999999999955
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.38,0.33966945968186824,0.019993569653733032,0.06453780308707666,0.05111935899280208,0.02555967949640104,0.03226890154353833,0.7020000000000053
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.39,0.11897965890867056,0.008298851426869076,0.020979109149165103,0.01486840841665376,0.00743420420832688,0.010489554574582552,0.7489999999999952
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.40,0.402594574765964,0.026089266800205423,0.04815246282087069,0.05291272137412423,0.026456360687062114,0.024076231410435345,0.777000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.41,0.24090927259322775,0.009909557279412314,0.004364971687079685,0.004988489543138126,0.002494244771569063,0.0021824858435398426,0.865000000000002
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.42,0.028833224385225592,2.6991119636225167e-4,1.4213322194968938e-4,0.001318707888973437,6.593539444867185e-4,7.106661097484469e-5,0.7060000000000031
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.43,0.011301793002308469,2.4009751466943683e-4,0.0020406643504320985,2.1700692475438445e-4,1.0850346237719223e-4,0.0010203321752160492,0.681999999999995
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.44,0.07102572492842575,0.0019961733967835235,0.00369386979762629,0.004454107641253901,0.0022270538206269506,0.001846934898813145,0.6990000000000052
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.45,0.14797591231364512,0.004641905338583776,0.019766460367507323,0.01780621749115334,0.00890310874557667,0.009883230183753661,0.7089999999999961
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.46,0.03035084323853839,4.618527918833682e-4,4.88815131812614e-4,0.0068891317462330915,0.0034445658731165458,2.44407565906307e-4,0.7419999999999973
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.47,0.2164436042570848,0.006113772330468694,0.008471434548500904,0.019704570482780546,0.009852285241390273,0.004235717274250452,0.7100000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.48,0.06276311815206245,0.0017358396984999765,0.0020626214654524714,0.009258394275606438,0.004629197137803219,0.0010313107327262357,0.9149999999999991
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.49,0.6204590252573301,0.031033571425175693,0.05209847507981884,0.05603564237424391,0.028017821187121955,0.02604923753990942,0.7350000000000065
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.50,0.06633363576376078,0.001608752314243459,0.006288821621629791,0.026472091936232896,0.013236045968116448,0.0031444108108148955,0.695999999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.51,0.1093081207039664,0.004995383658616707,0.015938469476123894,0.020226549331209,0.0101132746656045,0.007969234738061947,0.7010000000000005
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.52,0.03362013056520325,5.248587188427791e-4,4.4974664901367505e-4,0.004033246582213746,0.002016623291106873,2.2487332450683753e-4,0.7359999999999971
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.53,0.4413753157287251,0.014027033752922191,0.020575846788977822,0.02353578061114536,0.01176789030557268,0.010287923394488911,0.7210000000000036
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.54,0.048349561981620534,0.001615353929240854,9.63546078294145e-7,0.007162534881390431,0.0035812674406952155,4.817730391470725e-7,0.8699999999999974
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.55,0.3197355722073847,0.008133404717468479,0.02922275835602841,0.06993461402990855,0.03496730701495428,0.014611379178014205,0.7100000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.56,0.5243416377362589,0.05282296623018759,0.05381300067251057,0.029637489136548994,0.014818744568274497,0.026906500336255284,0.7139999999999986
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.57,0.40958123237006905,0.015329971811921422,0.01842918473734342,0.02962402207525694,0.01481201103762847,0.00921459236867171,0.7640000000000029
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.58,0.14302875102596868,0.00748337533439965,0.011686981448890153,0.004462576244554332,0.002231288122277166,0.005843490724445077,0.7339999999999947
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.59,0.37669382671587465,0.020207169061607164,0.05569854909858833,0.06728058307345627,0.03364029153672814,0.027849274549294166,0.7320000000000064
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.60,0.21387374168441228,0.004806603186858924,0.012243767322680593,0.03275845521421665,0.016379227607108325,0.006121883661340297,0.8989999999999938
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.61,0.5165309713940018,0.038499828304876214,0.05332106467923827,0.04526194608684655,0.022630973043423274,0.026660532339619136,0.7110000000000056
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.62,0.2104840222500409,0.005231081018644124,0.00833918258286233,0.01639777094934402,0.00819888547467201,0.004169591291431165,0.796999999999997
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.63,0.23814726442648532,0.009247273982569578,0.02048674295242102,0.014187850945236776,0.007093925472618388,0.01024337147621051,0.6940000000000026
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.64,0.12658942848299642,0.0057367221495201095,0.019733044363000954,0.042420505090227434,0.021210252545113717,0.009866522181500477,0.7769999999999939
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.65,0.0755004651818709,0.0019047813193595324,0.008308014958930347,0.004493707415729406,0.002246853707864703,0.004154007479465174,0.7110000000000056
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.66,0.4657700472818106,0.06359756737338747,0.066851991203289,0.03867772685650401,0.019338863428252005,0.0334259956016445,0.931999999999995
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.67,0.11182202819204085,0.010367094296799792,0.02318943158493807,0.016773269098646973,0.008386634549323486,0.011594715792469035,0.7349999999999994
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.68,0.17437872358122963,0.004846820914669359,0.024997348167239242,0.04347047527561949,0.021735237637809744,0.012498674083619621,0.7110000000000056
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.69,0.23078317960138425,0.014070174276511277,0.044106068876875196,0.04920917650352447,0.024604588251762236,0.022053034438437598,0.7590000000000003
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.70,0.2768843323519725,0.019483837893016283,0.041132744193423346,0.034439638620732536,0.017219819310366268,0.020566372096711673,0.7859999999999943
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.71,0.5075511649286799,0.029722425690978348,0.08565702775407473,0.07557624590413813,0.03778812295206906,0.042828513877037365,0.7070000000000007
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.72,0.28552442769446434,0.009630470618055624,0.04053395033658571,0.06157838164312805,0.030789190821564026,0.020266975168292855,0.8610000000000042
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.73,0.08369009315800768,5.926578585835906e-4,9.598953655212309e-4,0.00878101348895714,0.00439050674447857,4.7994768276061545e-4,0.7040000000000006
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.74,1.0694354632565306,0.14596822281219862,0.1291399220685822,0.0783273551916985,0.03916367759584925,0.0645699610342911,0.6969999999999956
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.75,0.309619506302899,0.00990338027528176,0.004735309125120601,0.0010550377880157065,5.275188940078532e-4,0.0023676545625603007,0.7379999999999995
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.76,0.2620355821991948,0.008975111945964977,2.28725910915705e-4,1.3033553159102869e-5,6.516776579551434e-6,1.143629554578525e-4,0.7520000000000024
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.77,0.15384756985418835,0.003310066252120221,0.0037350771001580536,0.012438491624802947,0.006219245812401473,0.0018675385500790268,0.710000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.78,0.3036575760253785,0.01655797495441489,0.040713322589950106,0.05696570053713662,0.02848285026856831,0.020356661294975053,0.8840000000000003
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.79,0.15480376219536945,0.0036773275096348623,0.008682276662640244,0.021312801494207462,0.010656400747103731,0.004341138331320122,0.7319999999999993
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.80,0.48477124942409655,0.05814379840374577,0.08476430371486669,0.06837764991889363,0.03418882495944681,0.042382151857433346,0.7199999999999989
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.81,0.14087767415993258,0.0069784961936876,0.015365126785096939,0.018709137425233682,0.009354568712616841,0.007682563392548469,0.6970000000000027
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.82,0.04870874090365704,3.7361370972593326e-4,0.0012209848117558377,0.009611991593767107,0.0048059957968835535,6.104924058779189e-4,0.6979999999999933
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.83,0.11138694165174434,0.002879715605959394,7.129055697873828e-4,0.012698603307965607,0.006349301653982804,3.564527848936914e-4,0.8599999999999994
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.84,0.1640053777694355,0.008403022743643664,0.021156845732525416,0.01440498781018149,0.007202493905090745,0.010578422866262708,0.6970000000000027
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.85,0.10309860129204455,0.004735652354874124,0.019263691183883793,0.033685661083101136,0.016842830541550568,0.009631845591941897,0.6949999999999932
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.86,0.04141238483518097,0.001016234614119948,1.6375423186449325e-5,1.0540209510330111e-4,5.2701047551650554e-5,8.187711593224662e-6,0.7710000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.87,0.31964786769363857,0.017414978338762536,0.032597369915820164,0.04068837009006753,0.020344185045033766,0.016298684957910082,0.7000000000000028
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.88,0.1332255155793122,0.010203981030367406,0.017503958744684574,0.01868140742278492,0.00934070371139246,0.008751979372342287,0.695999999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.89,0.42619316395299767,0.01898387135410755,0.012398565617467739,0.024664539595004684,0.012332269797502342,0.006199282808733869,0.8610000000000042
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.90,0.26030355651442294,0.006164796855133933,0.0010702987953851817,2.3475499325987035e-6,1.1737749662993517e-6,5.351493976925908e-4,0.6940000000000026
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.91,0.32330792804146324,0.012399324331050687,0.04543453596110334,0.0720431367375501,0.03602156836877505,0.02271726798055167,0.6940000000000026
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.92,0.04645978197372274,4.569225138605558e-4,4.3162722851237967e-4,1.4538604975912266e-6,7.269302487956133e-7,2.1581361425618983e-4,0.6909999999999883
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.93,0.31357682952576243,0.02783623898824594,0.04238322511532416,0.042741734987066196,0.021370867493533098,0.02119161255766208,0.7090000000000032
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.94,0.14622577797439584,0.015119990041505955,0.005141517488158193,0.006243860561052648,0.003121930280526324,0.0025707587440790963,0.8719999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.95,0.03239922374941424,3.1298014479020953e-4,0.0020001600427645757,0.015062167254238767,0.007531083627119383,0.0010000800213822878,0.6749999999999972
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.96,0.037428729088934715,5.292209790005787e-4,0.007600232403184498,0.018903781297199537,0.009451890648599769,0.003800116201592249,0.6940000000000026
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.97,0.13938291864751806,0.0038094329082569572,0.0032149030761898655,0.022346340408588825,0.011173170204294413,0.0016074515380949327,0.6869999999999976
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.98,0.43049903052392063,0.015706883247839545,0.013453149430396463,0.017771926423726554,0.008885963211863277,0.006726574715198231,0.6980000000000075
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.99,0.6094889819544866,0.04110703282346743,4.4308348598604035e-4,0.001559529349501582,7.79764674750791e-4,2.2154174299302018e-4,0.867999999999995
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,Proposed,r1.100,0.16534053767316612,0.002402441790566069,0.004138565304006667,0.019406272779074796,0.009703136389537398,0.0020692826520033337,0.7000000000000028
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.1,2.7946499473683435,0.26198901566618626,NA,NA,NA,NA,7.13
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.2,2.4715621905027785,0.2100731377220297,NA,NA,NA,NA,4.843
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.3,2.4158509599243945,0.2301782365794805,NA,NA,NA,NA,5.258000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.4,3.001526202932822,0.2826420385240019,NA,NA,NA,NA,4.411999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.5,2.8440471784428563,0.2652359574193631,NA,NA,NA,NA,5.379999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.6,2.094075800186709,0.153944138850306,NA,NA,NA,NA,3.285
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.7,2.768495853417517,0.24986605630169514,NA,NA,NA,NA,4.373000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.8,2.3879844926801868,0.1850323761392347,NA,NA,NA,NA,5.332000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.9,2.679652585282996,0.23757537904885181,NA,NA,NA,NA,3.9769999999999968
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.10,3.211976457912907,0.31998594927526236,NA,NA,NA,NA,5.809000000000005
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.11,2.783383703164919,0.26143716624594465,NA,NA,NA,NA,4.8969999999999985
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.12,2.6436276691203795,0.23733361372267603,NA,NA,NA,NA,3.777000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.13,2.758885986570431,0.23393293223739559,NA,NA,NA,NA,5.462999999999994
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.14,3.1094864120595043,0.2943741494659295,NA,NA,NA,NA,4.704999999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.15,1.9988365801127623,0.15639051455323538,NA,NA,NA,NA,3.6300000000000097
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.16,3.27333512622011,0.3356212394393158,NA,NA,NA,NA,4.715999999999994
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.17,3.07364462337322,0.3103985807725403,NA,NA,NA,NA,3.966000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.18,2.996554379905758,0.2673507983007797,NA,NA,NA,NA,4.820999999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.19,2.003418360460121,0.16785711456670357,NA,NA,NA,NA,3.0189999999999912
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.20,2.9735550488407285,0.2567597245023073,NA,NA,NA,NA,4.872
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.21,2.2068771329215915,0.17250206781608463,NA,NA,NA,NA,4.4210000000000065
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.22,2.882426817060552,0.28736220609013163,NA,NA,NA,NA,5.0190000000000055
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.23,2.7979060669844036,0.2617851355842707,NA,NA,NA,NA,4.750999999999991
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.24,2.6269690733746542,0.22640034973165263,NA,NA,NA,NA,5.067000000000007
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.25,2.1106353300555463,0.14640997921429216,NA,NA,NA,NA,3.8119999999999976
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.26,2.657399683985216,0.24512244764522306,NA,NA,NA,NA,4.811999999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.27,3.0957911725699914,0.29892739290562487,NA,NA,NA,NA,5.527000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.28,2.776792919481045,0.24715106543283846,NA,NA,NA,NA,4.996999999999986
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.29,2.7702684633756416,0.2649183602727533,NA,NA,NA,NA,4.716000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.30,2.745029856184991,0.22908026318248678,NA,NA,NA,NA,5.338999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.31,2.632098275895076,0.2185220392558771,NA,NA,NA,NA,5.621000000000009
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.32,2.6362582060346833,0.24240109881707197,NA,NA,NA,NA,4.3700000000000045
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.33,2.005039569177738,0.14444172152401977,NA,NA,NA,NA,5.106999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.34,2.5044934547834075,0.2242341821985861,NA,NA,NA,NA,5.056000000000012
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.35,3.0639972105844606,0.2885000447678676,NA,NA,NA,NA,4.77000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.36,2.8079991494025256,0.24536122641387756,NA,NA,NA,NA,5.682999999999993
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.37,2.635517204553655,0.24054445449787257,NA,NA,NA,NA,4.790999999999997
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.38,3.693847675812721,0.3764417091629933,NA,NA,NA,NA,5.491000000000014
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.39,2.0916434185162913,0.16433998918732426,NA,NA,NA,NA,4.09099999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.40,2.4604220111637356,0.24027830224098135,NA,NA,NA,NA,4.1839999999999975
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.41,3.2319237025620797,0.3072503303002585,NA,NA,NA,NA,5.630000000000024
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.42,2.6818932962566193,0.2415847445533862,NA,NA,NA,NA,5.156999999999982
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.43,2.5977934463248156,0.2415024989491674,NA,NA,NA,NA,5.722000000000008
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.44,2.363551978149142,0.18850177913714222,NA,NA,NA,NA,3.3479999999999848
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.45,2.5866053448328916,0.22255875271805511,NA,NA,NA,NA,4.344999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.46,2.0794732762747623,0.15551717579859817,NA,NA,NA,NA,4.654000000000025
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.47,3.302611536654027,0.3207799841485778,NA,NA,NA,NA,5.338999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.48,2.7099525083915545,0.22287051779418243,NA,NA,NA,NA,5.564999999999998
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.49,2.222264278954029,0.1830542101165007,NA,NA,NA,NA,4.61699999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.50,2.656852403437311,0.2388459667469747,NA,NA,NA,NA,4.128000000000014
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.51,2.7484132359491316,0.25270893839842734,NA,NA,NA,NA,4.869
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.52,2.4312894937718563,0.19268301661153964,NA,NA,NA,NA,4.157999999999987
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.53,2.8114308355349364,0.24806206510283735,NA,NA,NA,NA,5.469999999999999
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.54,3.6655319274093063,0.39519863356510204,NA,NA,NA,NA,6.431000000000012
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.55,2.388461231073565,0.2147054070503026,NA,NA,NA,NA,5.399000000000001
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.56,2.686978751566528,0.23801340180311686,NA,NA,NA,NA,4.406000000000006
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.57,2.974734308620677,0.2808817057183329,NA,NA,NA,NA,5.294999999999959
aitchison-model-alpha,beta_sd_1,n_20,p_2,20,sigma_max_5,sigma_min_0.01,iNEXT,r1.58,2.7847192277859936,0.23806763372294362,NA,NA,NA,NA,4.754000000000019
