name,label,n,sigma_max,sigma_min,p,q,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.1,0.054690723704227236,0.0034878460128510494,0.04001264303698352,0.0576475808122517,0.02882379040612585,0.02000632151849176,26.046
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.2,0.017902946356049713,9.412690768384226e-4,0.02815429055608288,0.04520250809407089,0.022601254047035446,0.01407714527804144,18.330000000000002
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.3,0.035459984018609246,0.0030654354872841276,0.038309831972744776,0.05272874207321191,0.026364371036605955,0.019154915986372388,17.790999999999997
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.4,0.03217301810623276,0.0018778832019328035,0.0315289843089272,0.04554395248276227,0.022771976241381137,0.0157644921544636,18.017000000000003
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.5,0.03495041916637062,0.0022316522979529785,0.03267562736254596,0.052178629502035105,0.026089314751017553,0.01633781368127298,19.611000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.6,0.03593740942863656,0.002403000972307181,0.030554181594749704,0.04072180349850797,0.020360901749253986,0.015277090797374852,16.926999999999992
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.7,0.020589004748871372,7.892407226813221e-4,0.01897542651910438,0.03542769797148198,0.01771384898574099,0.00948771325955219,14.88900000000001
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.8,0.03059009134802808,0.001708552355338601,0.03145889144705523,0.04828249542146436,0.02414124771073218,0.015729445723527614,13.705999999999989
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.9,0.040862557231571416,0.003109146062853109,0.04214476313684517,0.053165695273382815,0.026582847636691408,0.021072381568422584,14.97999999999999
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.10,0.027596690047517098,0.0013544186545236259,0.02510673441994938,0.03980310415413199,0.019901552077065995,0.01255336720997469,14.640000000000015
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.11,0.03916396035378954,0.0024581977527095246,0.03510630550733304,0.04830220280086792,0.02415110140043396,0.01755315275366652,14.445999999999998
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.12,0.017364468503557003,8.614844349335429e-4,0.022586537070555964,0.037998124719013066,0.018999062359506533,0.011293268535277982,13.781000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.13,0.035309336759722094,0.0015676640046765945,0.031709591491325066,0.047302631394424456,0.023651315697212228,0.015854795745662533,13.728999999999985
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.14,0.06694655706689091,0.005708482006104763,0.04208304593487977,0.04891584210249644,0.02445792105124822,0.021041522967439885,13.62700000000001
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.15,0.01740643022668265,9.940251550634013e-4,0.02755160722788828,0.039693361840960784,0.019846680920480392,0.01377580361394414,13.734000000000009
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.16,0.026071570210371396,0.002014365295502746,0.040459561889145436,0.058344008507952086,0.029172004253976043,0.020229780944572718,14.222000000000008
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.17,0.01636193941949498,6.302952103863843e-4,0.022305204606376215,0.04287831836535911,0.021439159182679555,0.011152602303188108,13.317999999999984
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.18,0.027009083369409947,0.0012607990132378192,0.025799307849430138,0.04168623020185774,0.02084311510092887,0.012899653924715069,13.322000000000003
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.19,0.028492648054292902,0.0013110361592847306,0.026053330923311382,0.043332470267842794,0.021666235133921397,0.013026665461655691,13.95999999999998
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.20,0.03466220850071773,0.0018017721353535286,0.02797744298746753,0.04163808723044557,0.020819043615222785,0.013988721493733765,16.96700000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.21,0.06916908275468366,0.006967008169407681,0.05192451530920896,0.058671204434352246,0.029335602217176123,0.02596225765460448,13.817000000000007
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.22,0.05644659942515837,0.003473837934211157,0.03266733374086237,0.04621116096074383,0.023105580480371916,0.016333666870431186,13.341999999999985
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.23,0.0546705265050933,0.004646851706848155,0.04508590219927605,0.05605190733997852,0.02802595366998926,0.022542951099638026,13.514999999999986
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.24,0.05625923134722388,0.0037044545415844954,0.04341646214097834,0.05554852040631585,0.027774260203157927,0.02170823107048917,13.437000000000012
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.25,0.02554615993244884,0.0021428375300497795,0.034171590826683314,0.04967778748291976,0.02483889374145988,0.017085795413341657,14.150000000000034
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.26,0.021152454499119493,0.0010247905451482321,0.021319841650438976,0.03642468860587071,0.018212344302935356,0.010659920825219488,13.653999999999996
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.27,0.034059335012222726,0.0014147982887581763,0.041177751228930734,0.06512711658581653,0.032563558292908266,0.020588875614465367,13.916999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.28,0.017940505953586875,0.001005305437636148,0.023731692487396493,0.040218465986928756,0.020109232993464378,0.011865846243698247,13.995000000000005
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.29,0.04224730294964624,0.002313515112551147,0.04417158952803693,0.057952396342753495,0.028976198171376748,0.022085794764018465,14.531999999999982
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.30,0.048432759207549615,0.0029332789014050726,0.04091165345386767,0.059631672369871644,0.029815836184935822,0.020455826726933836,13.581000000000017
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.31,0.05287408663794656,0.00415496306488773,0.04659076554869704,0.06004644517921621,0.030023222589608104,0.02329538277434852,13.634000000000015
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.32,0.0334917404263487,0.0028761336396728077,0.03492538275237272,0.04714164053078286,0.02357082026539143,0.01746269137618636,13.676999999999964
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.33,0.025689177353508258,0.0014558598123571062,0.029466710405659763,0.047364127390938086,0.023682063695469043,0.014733355202829881,14.341000000000008
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.34,0.03314861018373352,0.0016996306380941972,0.031068848239029886,0.0512789215918233,0.02563946079591165,0.015534424119514943,13.256000000000029
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.35,0.02935804585060596,0.0014637410329399463,0.033498430618924616,0.055654924122294176,0.027827462061147088,0.016749215309462308,13.259999999999934
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.36,0.029207900344472508,0.0020967896076560023,0.027945402985603447,0.04152005012829092,0.02076002506414546,0.013972701492801724,13.565000000000055
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.37,0.05598133354696599,0.004292531603305757,0.04464013009669179,0.05846057048559463,0.029230285242797315,0.022320065048345893,13.399999999999977
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.38,0.04008962156204736,0.0018469008985725413,0.03225106274296062,0.05220011262878132,0.02610005631439066,0.01612553137148031,13.538000000000011
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.39,0.015677773468156374,6.950686074905189e-4,0.0279235037092459,0.04699613162380339,0.023498065811901694,0.01396175185462295,14.158000000000015
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.40,0.06111649741570574,0.0033681371414372337,0.04931429015574444,0.06567561684907286,0.03283780842453643,0.02465714507787222,16.222999999999956
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.41,0.03241187656830759,0.0032569073850489965,0.03056442509737404,0.04403512889852042,0.02201756444926021,0.01528221254868702,18.184000000000083
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.42,0.037194120063620315,0.002100758722477111,0.028250103264432905,0.040153062468775376,0.020076531234387688,0.014125051632216452,14.973999999999933
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.43,0.013360705451149577,4.7003406916059677e-4,0.01641305695700965,0.03082161570588244,0.01541080785294122,0.008206528478504825,15.201000000000022
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.44,0.027425173613161158,0.001294302854341847,0.035201028721753715,0.05524211600646047,0.027621058003230236,0.017600514360876857,14.988000000000056
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.45,0.057215336987904736,0.0036178302385500858,0.04347322342522671,0.05955769150982613,0.029778845754913064,0.021736611712613357,15.209999999999923
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.46,0.06352358713586494,0.005681413344986487,0.04874621372038027,0.05854701574296617,0.029273507871483084,0.024373106860190136,14.638000000000034
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.47,0.03949071695235698,0.002406280124480939,0.0337876584615853,0.044732878877027496,0.022366439438513748,0.01689382923079265,13.134000000000015
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.48,0.04859289709812589,0.003637674882513352,0.0378592779752685,0.04972721510898511,0.024863607554492555,0.01892963898763425,13.197999999999979
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.49,0.02575223475284423,0.0010680228751312139,0.026597733487182633,0.04626799253913028,0.02313399626956514,0.013298866743591316,13.025999999999954
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.50,0.10114445013466915,0.008671475822532047,0.07232599523766613,0.08177622046269398,0.04088811023134699,0.036162997618833063,13.170000000000073
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.51,0.08851064730198029,0.010555946583650623,0.05232715574429642,0.0615348039507223,0.03076740197536115,0.02616357787214821,13.023000000000025
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.52,0.015163980642726274,5.535360082163729e-4,0.022610396560510837,0.03974450524736336,0.01987225262368168,0.011305198280255419,13.162999999999897
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.53,0.067233770692822,0.0033862245358722296,0.043523982824465124,0.06047634081724685,0.030238170408623425,0.021761991412232562,13.020000000000095
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.54,0.021592980644099608,0.0011011295802076106,0.029344187767109828,0.0452839457186758,0.0226419728593379,0.014672093883554914,13.150999999999954
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.55,0.03211291830895347,0.002681915911344079,0.029243322645792613,0.04194366379592319,0.020971831897961594,0.014621661322896306,13.173000000000002
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.56,0.0385089558674906,0.0024767379174074136,0.032157254577696595,0.04403693414997971,0.022018467074989855,0.016078627288848298,13.016999999999939
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.57,0.034979974311882746,0.002304499002998367,0.03389030380311724,0.04771391187297665,0.023856955936488324,0.01694515190155862,13.175000000000068
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.58,0.030704469021419753,0.002064216044499799,0.0355585230957921,0.05173881789524076,0.02586940894762038,0.01777926154789605,13.033999999999992
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.59,0.022740292445701787,0.0015700370578289856,0.028128554435895608,0.04167227629146891,0.020836138145734456,0.014064277217947804,13.273000000000025
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.60,0.04901088441617824,0.0031026602586235017,0.035657778574825764,0.04875488766673163,0.024377443833365816,0.017828889287412882,13.442000000000007
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.61,0.05247646267866229,0.0031985567594136973,0.03835373770726985,0.05406830947804329,0.027034154739021644,0.019176868853634926,13.683999999999969
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.62,0.019786780609807614,0.0011035451800471806,0.02305382131383301,0.04080973696475766,0.02040486848237883,0.011526910656916505,13.831000000000017
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.63,0.018654916091396755,8.770490650091295e-4,0.031162784526327494,0.04892205976324096,0.02446102988162048,0.015581392263163747,13.449999999999932
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.64,0.04491702741484575,0.0028114896142579088,0.03934164834489057,0.054892149650699294,0.027446074825349647,0.019670824172445284,13.379999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.65,0.02780155668020384,0.0016186505526255676,0.026583481580338165,0.042691418934984016,0.021345709467492008,0.013291740790169083,13.259000000000015
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.66,0.03814299673137366,0.0026159586627871323,0.0387667097459273,0.05606255861308951,0.028031279306544754,0.01938335487296365,13.493000000000052
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.67,0.03181760924550886,0.001798850244748662,0.028098591478697536,0.043963135382801666,0.021981567691400833,0.014049295739348768,13.970000000000027
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.68,0.028350049826404652,0.0013641975048784146,0.02844485072878056,0.042823623860962313,0.021411811930481157,0.01422242536439028,13.315999999999917
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.69,0.025533543507780615,9.78844413437869e-4,0.03116678576997541,0.05503341326102133,0.027516706630510666,0.015583392884987704,13.670000000000073
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.70,0.024950372888785842,0.0012255037851944333,0.02659498820513953,0.04445677570456862,0.02222838785228431,0.013297494102569765,13.447999999999979
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.71,0.03949586894055573,0.0024411189409268576,0.029260132530753297,0.043570765522987984,0.021785382761493992,0.014630066265376648,13.918000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.72,0.01698165914052831,9.678215705745454e-4,0.02177637477242009,0.0360023370038559,0.01800116850192795,0.010888187386210045,14.379999999999882
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.73,0.02451296889704892,0.00142616042021743,0.02947309877758417,0.04260800761180729,0.021304003805903644,0.014736549388792085,13.771000000000186
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,arbel,r1.74,0.014908476674755236,8.045042557855258e-4,0.025226862775549076,0.04266255410883571,0.021331277054417855,0.012613431387774538,13.692999999999984
