name,label,n,sigma_max,sigma_min,p,q,mm,beta_sd,Method,Draw,mse_loss_shannon,mse_loss_simpson,mse_loss_euclidean,mse_loss_bray_curtis,mse_loss_bray_curtis_subset,mse_loss_euclidean_subset,time
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in,r1.99,0.03250019911417255,0.0019727315586646264,0.029473677673345793,0.047338236654098025,0.023669118327049012,0.014736838836672896,0.10300000000000153
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in,r1.100,0.0339953016691992,0.001634597810690962,0.030339103249677625,0.050015738840963386,0.025007869420481693,0.015169551624838813,0.10699999999999932
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.1,0.05911607892540149,0.0039020659053287617,0.04366106704677118,0.0625772044818896,0.0312886022409448,0.02183053352338559,4.685
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.2,0.017194963142747554,8.299406598041464e-4,0.02937280076503664,0.04745605369082951,0.023728026845414755,0.01468640038251832,0.0990000000000002
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.3,0.03620056570282976,0.003132162408863551,0.04207298119445695,0.055731648281069475,0.027865824140534737,0.021036490597228476,0.07399999999999984
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.4,0.03504839783352704,0.0019668484006411615,0.03299847324590206,0.04831733017709877,0.024158665088549386,0.01649923662295103,0.07399999999999984
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.5,0.04193904355495775,0.0026863906245421106,0.03472199648849996,0.05402816674651785,0.027014083373258925,0.01736099824424998,0.0810000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.6,0.03771211753726009,0.002428847322999042,0.03302561240511066,0.04425793940210561,0.022128969701052804,0.01651280620255533,0.07299999999999951
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.7,0.021789385371277822,8.464245470052478e-4,0.01927234943835989,0.03547481776063046,0.01773740888031523,0.009636174719179946,0.07200000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.8,0.03889125262587131,0.002502746805001728,0.037338613204379936,0.052726087461787315,0.026363043730893657,0.018669306602189968,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.9,0.050207138533570436,0.003863208090629329,0.04646148324969324,0.057739639816208124,0.028869819908104062,0.02323074162484662,0.07900000000000063
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.10,0.03602153728209732,0.00199108492451429,0.028733706725171514,0.043191104440032574,0.021595552220016287,0.014366853362585757,0.06899999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.11,0.047241745548704826,0.0030103583203836765,0.03945910281777721,0.05246229389853721,0.026231146949268605,0.019729551408888605,0.07200000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.12,0.017289663943154888,7.554813596814768e-4,0.02068771083612982,0.03561903954353716,0.01780951977176858,0.01034385541806491,0.0699999999999994
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.13,0.039857587457063345,0.0018836377769508423,0.03616107405561416,0.052797707803142316,0.026398853901571158,0.01808053702780708,0.07000000000000028
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.14,0.07212861036859475,0.0062466377855096705,0.048235449626272214,0.054892667527741516,0.027446333763870758,0.024117724813136107,0.07800000000000029
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.15,0.020161781202481154,0.0011238958785910163,0.030020259883104233,0.04372393127061838,0.02186196563530919,0.015010129941552116,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.16,0.03374435437878341,0.002886588922171598,0.04376600530881061,0.06200078651892429,0.031000393259462144,0.021883002654405306,0.0730000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.17,0.016946468301532847,6.221493446727781e-4,0.0241170454059579,0.04612714692611704,0.02306357346305852,0.01205852270297895,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.18,0.029892495922114345,0.0014523040670059773,0.028531107441706706,0.04415317453056851,0.022076587265284255,0.014265553720853353,0.06899999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.19,0.02970884709142096,0.001286576387729069,0.02722687076261239,0.04416266587354971,0.022081332936774854,0.013613435381306195,0.07500000000000018
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.20,0.03607339828292115,0.0018931943080600657,0.027399353258336805,0.039138303542052874,0.019569151771026437,0.013699676629168402,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.21,0.09073478884882351,0.009471645088936257,0.056419966373790924,0.06123281716609607,0.030616408583048035,0.028209983186895462,0.07200000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.22,0.062377283438373475,0.004014374590106768,0.03731227214082994,0.05123229941215123,0.025616149706075616,0.01865613607041497,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.23,0.07227182703857646,0.006369067542410598,0.05190310874497538,0.0616412173365869,0.03082060866829345,0.02595155437248769,0.07200000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.24,0.0701809395523439,0.005343073531884672,0.05137005684093783,0.06293832575530799,0.03146916287765399,0.025685028420468915,0.07699999999999996
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.25,0.02979021737967988,0.0022935362751854943,0.03711206707723017,0.05365351330205721,0.026826756651028606,0.018556033538615086,0.07400000000000073
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.26,0.020328643490554677,9.88924047209375e-4,0.02047752503525446,0.03466989716956082,0.01733494858478041,0.01023876251762723,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.27,0.036372150560763664,0.001587214514570708,0.043160411222169424,0.06482729621097326,0.03241364810548663,0.021580205611084712,0.07200000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.28,0.019673852949819156,0.0011925659125458135,0.02677510178784335,0.04411998655359866,0.02205999327679933,0.013387550893921674,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.29,0.0528850134733442,0.0033173440990617743,0.05172032593371165,0.06377569821833447,0.031887849109167234,0.025860162966855824,0.07899999999999974
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.30,0.05655111346908767,0.00356498777279754,0.042256558678883505,0.061620975178455724,0.030810487589227862,0.021128279339441752,0.06899999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.31,0.06752183916261184,0.005082530879191797,0.04985556980622106,0.06373409616639034,0.03186704808319517,0.02492778490311053,0.06899999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.32,0.03521353773931749,0.0033949868058591073,0.03738692804434267,0.04912308281182065,0.024561541405910325,0.018693464022171334,0.06500000000000039
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.33,0.025693452086254967,0.0014194654041169122,0.03162460308586047,0.05046836441181622,0.02523418220590811,0.015812301542930236,0.07200000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.34,0.03491348366589636,0.001712286741342495,0.032596479348903876,0.05413351063851872,0.02706675531925936,0.016298239674451938,0.06299999999999972
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.35,0.0316079526051895,0.0015741963138136486,0.03646982696739859,0.059000290327907205,0.029500145163953603,0.018234913483699294,0.06299999999999972
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.36,0.0356395626425698,0.002407990556403476,0.03129621059506896,0.04659693349533236,0.02329846674766618,0.01564810529753448,0.06600000000000072
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.37,0.0725877710331447,0.006063105171693754,0.05073391095802886,0.06371592301491463,0.031857961507457316,0.02536695547901443,0.06400000000000006
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.38,0.04169355976416823,0.002067899512428088,0.033955509804398265,0.05366897199687466,0.02683448599843733,0.016977754902199133,0.07299999999999951
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.39,0.020335024944165715,9.806936798230153e-4,0.029683253535226602,0.04817826998099033,0.024089134990495167,0.014841626767613301,0.06299999999999972
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.40,0.06584334462539669,0.0036689613969319575,0.05223551367662716,0.06688916765853455,0.03344458382926727,0.02611775683831358,0.07500000000000018
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.41,0.044089300765547484,0.0042782751013272806,0.03402665486290935,0.046464137372525874,0.023232068686262937,0.017013327431454676,0.06700000000000017
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.42,0.04384173028401182,0.0029886523338007757,0.035139877234205995,0.04634940318155408,0.02317470159077704,0.017569938617102997,0.06500000000000039
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.43,0.014415399084962428,5.107709152967685e-4,0.019581955777498876,0.03469144063873047,0.017345720319365234,0.009790977888749438,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.44,0.029741216715932318,0.001575590084297698,0.03730476550979168,0.05634693447148424,0.02817346723574212,0.01865238275489584,0.07599999999999962
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.45,0.07058782900688436,0.004624665796510545,0.05121293422535223,0.06637236467438427,0.03318618233719214,0.025606467112676116,0.07500000000000018
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.46,0.06574126680732506,0.005575299359810172,0.04996286884193082,0.05918201600757649,0.029591008003788246,0.02498143442096541,0.0730000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.47,0.04796591648578581,0.003192982741451074,0.04003272283225638,0.0510380819723586,0.0255190409861793,0.02001636141612819,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.48,0.04806666506892786,0.0033136047474317584,0.03761407278297721,0.04924252647802381,0.024621263239011905,0.018807036391488605,0.0730000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.49,0.031345662970859896,0.0014397545606467319,0.029799805027743636,0.04872471209078094,0.02436235604539047,0.014899902513871818,0.07000000000000028
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.50,0.11529976901945577,0.010229732512641684,0.07772197972455742,0.08604869673178697,0.043024348365893486,0.03886098986227871,0.0649999999999995
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.51,0.10044469547626508,0.0123942381591054,0.05543756368588971,0.06334420033925123,0.031672100169625614,0.027718781842944854,0.06300000000000061
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.52,0.01935072466355697,7.147172956416662e-4,0.023827797492305278,0.04008127998425541,0.020040639992127705,0.011913898746152639,0.07699999999999996
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.53,0.06467042963685575,0.0033832019523383438,0.04518389760571688,0.06186594937013275,0.030932974685066374,0.02259194880285844,0.06999999999999851
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.54,0.026708600922110366,0.0012038914365221929,0.03004891726034264,0.04631904535471733,0.023159522677358664,0.01502445863017132,0.06600000000000072
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.55,0.0373227582368285,0.0033548523310859626,0.03311558245916749,0.045411965699384264,0.022705982849692132,0.016557791229583747,0.06700000000000017
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.56,0.05725423439645787,0.0040564145643014506,0.03952129691817993,0.05078121943520405,0.025390609717602024,0.019760648459089966,0.06199999999999939
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.57,0.03822913676560773,0.002819736627514476,0.03774265946748662,0.050870500163982424,0.025435250081991212,0.01887132973374331,0.07200000000000095
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.58,0.04285752581492997,0.0034342726764510453,0.04138144054578413,0.05457055548392836,0.02728527774196418,0.020690720272892066,0.06799999999999962
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.59,0.023840042221974615,0.0016030145058451132,0.029012278524762198,0.04407727584253992,0.02203863792126996,0.014506139262381099,0.0730000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.60,0.05354458580360791,0.0036620173645809263,0.040911211584931245,0.053620134002661995,0.026810067001330998,0.020455605792465623,0.07399999999999984
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.61,0.04997042785828375,0.0028265211384848467,0.03757337493111302,0.05423680975994728,0.02711840487997364,0.01878668746555651,0.06899999999999906
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.62,0.025484906353959804,0.0013848642872125716,0.0258890508641125,0.044707183744541745,0.022353591872270873,0.01294452543205625,0.07900000000000063
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.63,0.022718243411560906,0.0010721442171160484,0.033729327517397927,0.052866143560117415,0.026433071780058708,0.016864663758698963,0.0730000000000004
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.64,0.05261466186298333,0.003537360759823853,0.04420450744887927,0.05944129267983715,0.029720646339918576,0.022102253724439636,0.06899999999999906
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.65,0.031709166661074734,0.0018497646953344617,0.030326205722464965,0.04758874785550825,0.023794373927754124,0.015163102861232482,0.07099999999999973
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.66,0.04720439675200562,0.003306607976673545,0.04228763293092366,0.058103056143041176,0.029051528071520588,0.02114381646546183,0.07000000000000028
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.67,0.033681816889744816,0.0018254604794164673,0.028170751995385178,0.04468882027343195,0.022344410136715974,0.014085375997692589,0.07800000000000118
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.68,0.0319773630248612,0.0015484473586612384,0.02929914853631627,0.04455190453074609,0.022275952265373045,0.014649574268158135,0.07000000000000028
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.69,0.029047198199623793,0.0012491589592340513,0.03317856288183881,0.056094258551044204,0.028047129275522102,0.016589281440919406,0.07299999999999862
aitchison-model-alpha/beta_sd_1/n_20/p_2/q_20/sigma_max_0.1/sigma_min_0.01,"Aitchison (n = 20, q = 20, p = 2, sigma_min = 0.01, sigma_max = 0.1)",20,0.1,0.01,2,20,100000,1,plug-in-add-half,r1.70,0.025010813535214175,0.0011725308624423376,0.02714359430541305,0.04507972009911932,0.02253986004955966,0.013571797152706525,0.07399999999999984
